tid,algo,outlier_rate,missing_rate,seed,duration,fisher_dist,frobenius_rel,err_mu,n_iter,converged
158,MICE + SCM_robust,0.05,0.1,158,0.06649398803710938,3.5458310033434564,0.5938053083973761,0.5909087715331118,,True
159,MICE + SCM_robust,0.05,0.1,159,0.0641319751739502,3.2353020118115325,0.5510792896410571,0.43837851189193167,,True
160,MICE + SCM_robust,0.05,0.2,160,0.0760183334350586,2.943171936270515,0.5332477956955144,0.616713549876292,,True
161,MICE + SCM_robust,0.05,0.2,161,0.06028103828430176,3.330311189484677,0.5716402202259134,0.5937411622442929,,True
162,MICE + SCM_robust,0.05,0.2,162,0.09013605117797852,2.878054706325926,0.5271361181162776,0.5618700615428519,,True
163,MICE + SCM_robust,0.05,0.2,163,0.08745265007019043,3.2759037718720743,0.5836429169418912,0.881241381671832,,True
164,MICE + SCM_robust,0.05,0.2,164,0.06939244270324707,3.054621077395274,0.5332188495547504,0.65542508822812,,True
165,MICE + SCM_robust,0.05,0.2,165,0.06666016578674316,3.9511391944118825,0.6308508700391126,0.7805604330868994,,True
166,MICE + SCM_robust,0.05,0.2,166,0.12014627456665039,3.5864648275900564,0.5757237141203346,0.6318215231051365,,True
167,MICE + SCM_robust,0.05,0.2,167,0.10812878608703613,3.3168555401904443,0.5571794915317402,0.7495699052280199,,True
168,MICE + SCM_robust,0.05,0.2,168,0.1069488525390625,3.1347365238035514,0.5335165243797872,0.8107302808410483,,True
169,MICE + SCM_robust,0.05,0.2,169,0.12471270561218262,3.4181949824925515,0.5868121198020145,0.7175277312224475,,True
170,MICE + SCM_robust,0.05,0.2,170,0.10389375686645508,3.308556986072914,0.5738550630438253,0.5902663614915996,,True
171,MICE + SCM_robust,0.05,0.2,171,0.10512185096740723,3.6695808998875346,0.6024734995229807,0.6585421101519906,,True
172,MICE + SCM_robust,0.05,0.2,172,0.13005924224853516,3.289474020043557,0.5706630980615697,0.5888250851732193,,True
173,MICE + SCM_robust,0.05,0.2,173,0.25978708267211914,3.54050342616737,0.5920967387573954,0.8761035406448089,,True
174,MICE + SCM_robust,0.05,0.2,174,0.10970878601074219,3.3522424188976863,0.5891330912888665,0.6702711766167013,,True
175,MICE + SCM_robust,0.05,0.2,175,0.08410930633544922,3.412343184202751,0.5766973327385122,0.8438484746626016,,True
176,MICE + SCM_robust,0.05,0.2,176,0.24677395820617676,3.526290801035241,0.5858169635466892,0.7353404232288484,,True
177,MICE + SCM_robust,0.05,0.2,177,0.1693592071533203,3.075283098731541,0.5526306847319747,0.552097276397369,,True
178,MICE + SCM_robust,0.05,0.2,178,0.10758209228515625,3.43971291430994,0.5859626482889179,0.6658167698919445,,True
179,MICE + SCM_robust,0.05,0.2,179,0.08701825141906738,3.568547404310567,0.5837812507699307,0.6272443238003199,,True
180,MICE + SCM_robust,0.075,0.0,180,0.025423049926757812,3.0874868221119884,0.5575500035328018,0.31945377996303376,,True
181,MICE + SCM_robust,0.075,0.0,181,0.02458477020263672,3.5726700060030576,0.6112688359156255,0.3972562580660915,,True
182,MICE + SCM_robust,0.075,0.0,182,0.016252517700195312,3.4500846368388243,0.5902492791025724,0.3999386457324164,,True
183,MICE + SCM_robust,0.075,0.0,183,0.01634836196899414,3.660718977597446,0.6275446092570202,0.3773867978605262,,True
184,MICE + SCM_robust,0.075,0.0,184,0.024425506591796875,3.150429589654844,0.5753380949681255,0.3281496310306931,,True
185,MICE + SCM_robust,0.075,0.0,185,0.027987957000732422,3.0031643992658665,0.5427548882117461,0.351750218262543,,True
186,MICE + SCM_robust,0.075,0.0,186,0.016452550888061523,3.6422660256985044,0.6281414279358543,0.4299962097596479,,True
187,MICE + SCM_robust,0.075,0.0,187,0.017249584197998047,3.3439454421114347,0.5870050087061409,0.2947595549751819,,True
188,MICE + SCM_robust,0.075,0.0,188,0.016817569732666016,3.215639554045656,0.5828045095501891,0.3851277401816061,,True
189,MICE + SCM_robust,0.075,0.0,189,0.01628851890563965,2.894258706625709,0.5404357952521518,0.44128737784719674,,True
190,MICE + SCM_robust,0.075,0.0,190,0.01688528060913086,3.470642038112472,0.6017345492003263,0.34360337798444957,,True
191,MICE + SCM_robust,0.075,0.0,191,0.017042875289916992,3.372013419222787,0.6049318088676175,0.3891570914961046,,True
192,MICE + SCM_robust,0.075,0.0,192,0.0170285701751709,3.136014909348368,0.5551503269684689,0.3274329485492014,,True
193,MICE + SCM_robust,0.075,0.0,193,0.0168609619140625,3.141646487629207,0.5705508166504679,0.36537412347685644,,True
194,MICE + SCM_robust,0.075,0.0,194,0.016793251037597656,3.5560057403727234,0.6168609798295669,0.4160216505387524,,True
195,MICE + SCM_robust,0.075,0.0,195,0.01648569107055664,3.4521961411434114,0.5773237059940256,0.23231275604826251,,True
196,MICE + SCM_robust,0.075,0.0,196,0.02432417869567871,3.287491534778541,0.5798518527587209,0.2797625524682219,,True
197,MICE + SCM_robust,0.075,0.0,197,0.023493289947509766,3.3583820859938327,0.5855895510671608,0.3793227448967731,,True
198,MICE + SCM_robust,0.075,0.0,198,0.015842676162719727,3.366729062300598,0.5736849224401875,0.5692334230884425,,True
199,MICE + SCM_robust,0.075,0.0,199,0.01647663116455078,3.6402804821751977,0.5900034561604836,0.3926346796301923,,True
