tid,algo,outlier_rate,missing_rate,seed,duration,fisher_dist,frobenius_rel,err_mu,n_iter,converged
272,MeanImpute + SCM,0.1,0.1,272,0.0015101432800292969,10.94418274338657,8.4655375086387,1.0346065599295953,,True
273,MeanImpute + SCM,0.1,0.1,273,0.0014498233795166016,10.559216003420225,8.002945363787443,1.2050845525115221,,True
274,MeanImpute + SCM,0.1,0.1,274,0.0014653205871582031,10.764512518551427,9.049920681375113,1.2133300253264616,,True
275,MeanImpute + SCM,0.1,0.1,275,0.001497507095336914,10.819868185007012,9.10552632921383,0.9264096938766397,,True
276,MeanImpute + SCM,0.1,0.1,276,0.0012767314910888672,10.983199696737286,8.737970954356204,0.9932132529334438,,True
277,MeanImpute + SCM,0.1,0.1,277,0.0014996528625488281,10.827132607269133,8.372343434793526,1.0141852016346622,,True
278,MeanImpute + SCM,0.1,0.1,278,0.001617431640625,10.31190008161324,7.411494366287135,0.7923332721573614,,True
279,MeanImpute + SCM,0.1,0.1,279,0.001566171646118164,10.44932113637976,8.019460438785279,0.8710228896578663,,True
280,MeanImpute + SCM,0.1,0.2,280,0.001129150390625,10.320202274930553,7.9111413553734495,1.062851895157325,,True
281,MeanImpute + SCM,0.1,0.2,281,0.0010752677917480469,10.32274286250438,7.792057653684463,1.3571922183032576,,True
282,MeanImpute + SCM,0.1,0.2,282,0.0010805130004882812,10.391775328991727,8.256398098757158,1.1736003456363897,,True
283,MeanImpute + SCM,0.1,0.2,283,0.0010724067687988281,10.472836285395234,7.672887183864848,1.1020410538832552,,True
284,MeanImpute + SCM,0.1,0.2,284,0.0011882781982421875,9.78675519886072,6.7370781655361185,1.1090015493365526,,True
285,MeanImpute + SCM,0.1,0.2,285,0.0011658668518066406,10.115558976310265,7.168544211329471,0.9795985762822189,,True
286,MeanImpute + SCM,0.1,0.2,286,0.0011200904846191406,10.277230064413144,7.328572009872948,1.0666954960411141,,True
287,MeanImpute + SCM,0.1,0.2,287,0.0011091232299804688,10.010517298699353,6.655094320458227,0.7747289487947532,,True
288,MeanImpute + SCM,0.1,0.2,288,0.0011858940124511719,10.189936810520383,7.660977116605153,0.9781698282730796,,True
289,MeanImpute + SCM,0.1,0.2,289,0.0011456012725830078,10.63284018925658,8.250896557566103,1.013340122434442,,True
290,MeanImpute + SCM,0.1,0.2,290,0.0011446475982666016,10.170213914354722,7.49006714567272,0.9194369524789819,,True
291,MeanImpute + SCM,0.1,0.2,291,0.001123189926147461,9.965920349013645,6.912614243002219,0.9190147491544065,,True
292,MeanImpute + SCM,0.1,0.2,292,0.0016252994537353516,10.447934677116352,7.876487508220155,1.1199030572369422,,True
293,MeanImpute + SCM,0.1,0.2,293,0.0015707015991210938,10.644376501211418,7.6785873239417395,1.0155451087941005,,True
294,MeanImpute + SCM,0.1,0.2,294,0.0014989376068115234,10.26182802127356,6.981049714519587,1.1123768418915139,,True
